train_number,train_name,origin,destination,seat_class,weather,current_delay_minutes,distance_km,scheduled_halts,hour_of_day,is_rush_hour,will_be_delayed
761,Sagardari Express,Khulna,Rajshahi,S_CHAIR,clear,0,280,12,3,0,0
731,Barendra Express,Rajshahi,Chilahati,SHOVAN,clear,4,320,13,5,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_S,heavy_rain,1,343,3,5,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_S,cloudy,0,460,13,14,0,0
761,Sagardari Express,Khulna,Rajshahi,S_CHAIR,clear,10,280,12,1,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),AC_B,clear,0,320,9,11,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,SNIGDHA,light_rain,0,452,5,14,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,16,319,13,5,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,S_CHAIR,clear,75,500,15,22,0,1
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHULOV,heavy_rain,0,320,8,12,0,1
731,Barendra Express,Rajshahi,Chilahati,F_BERTH,cloudy,6,320,13,14,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,12,5,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,4,343,9,2,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,cloudy,0,405,13,8,1,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_B,cloudy,0,480,14,9,1,0
723,Udayan Express,Sylhet,Chattogram,AC_B,clear,8,430,14,4,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,cloudy,23,320,4,12,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SHULOV,clear,85,319,10,13,0,1
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SHULOV,clear,0,343,9,14,0,1
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SNIGDHA,light_rain,0,240,12,3,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_S,cloudy,0,320,9,23,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_BERTH,clear,8,500,15,19,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHULOV,light_rain,76,452,6,0,0,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_B,cloudy,0,452,5,15,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),SHOVAN,cloudy,8,405,13,1,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),AC_S,heavy_rain,0,320,9,6,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_S,clear,0,320,9,18,1,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,SNIGDHA,clear,0,480,11,0,0,0
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,light_rain,0,319,10,23,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,cloudy,8,343,3,10,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),SHULOV,cloudy,2,343,9,10,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SNIGDHA,cloudy,65,405,13,6,0,1
777,Haor Express,Dhaka (Kamalapur),Mohanganj,SNIGDHA,clear,21,280,12,12,0,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_S,clear,24,405,11,10,0,0
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),S_CHAIR,clear,7,320,8,5,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_S,clear,0,405,13,9,1,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),AC_S,clear,0,319,10,5,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,9,7,1,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,S_CHAIR,cloudy,5,452,5,21,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,AC_S,cloudy,6,465,12,4,0,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,clear,44,320,9,22,0,0
719,Paharika Express,Chattogram,Sylhet,SHULOV,light_rain,0,430,14,10,0,0
719,Paharika Express,Chattogram,Sylhet,SHULOV,cloudy,0,430,14,7,1,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,cloudy,0,320,4,10,0,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SHULOV,clear,0,465,12,8,1,0
731,Barendra Express,Rajshahi,Chilahati,F_BERTH,cloudy,0,320,13,19,1,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,cloudy,0,319,10,20,1,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,AC_B,clear,17,465,12,9,1,1
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_B,clear,0,280,12,20,1,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,light_rain,0,343,9,5,0,0
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,0,320,8,18,1,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),AC_B,light_rain,0,320,8,23,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHULOV,clear,21,343,3,1,0,1
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,clear,9,280,12,4,0,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,AC_S,clear,3,320,8,11,0,0
761,Sagardari Express,Khulna,Rajshahi,F_BERTH,cloudy,0,280,12,12,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),AC_S,clear,0,320,9,20,1,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHULOV,clear,1,240,10,4,0,1
719,Paharika Express,Chattogram,Sylhet,SNIGDHA,clear,7,430,14,15,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,clear,0,343,8,18,1,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHOVAN,light_rain,0,320,9,17,1,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_CHAIR,clear,0,500,15,6,0,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SNIGDHA,light_rain,0,452,6,0,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,light_rain,0,240,12,3,0,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHOVAN,cloudy,5,452,6,9,1,1
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_S,cloudy,0,480,11,0,0,0
723,Udayan Express,Sylhet,Chattogram,AC_S,cloudy,60,430,14,19,1,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SHOVAN,cloudy,0,405,13,0,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,heavy_rain,5,320,4,5,0,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,AC_S,heavy_rain,0,240,10,0,0,1
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SNIGDHA,clear,17,320,8,23,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_S,clear,18,405,13,18,1,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),SHULOV,cloudy,0,320,4,21,0,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,0,343,3,2,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_CHAIR,cloudy,4,135,8,6,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SHULOV,clear,66,320,4,15,0,0
727,Rupsha Express,Khulna,Chilahati,F_BERTH,clear,0,450,16,15,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),SHULOV,cloudy,3,343,9,13,0,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SNIGDHA,light_rain,0,405,11,11,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,AC_S,clear,6,319,10,21,0,1
795,Benapole Express,Dhaka (Kamalapur),Benapole,SHULOV,clear,28,420,7,5,0,0
733,Titumir Express,Rajshahi,Chilahati,F_SEAT,light_rain,0,320,12,3,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_B,cloudy,73,480,14,23,0,1
723,Udayan Express,Sylhet,Chattogram,S_CHAIR,clear,0,430,14,21,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,SHULOV,clear,2,343,9,4,0,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),SHULOV,clear,0,452,6,2,0,0
761,Sagardari Express,Khulna,Rajshahi,S_CHAIR,clear,0,280,12,6,0,1
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),AC_S,clear,0,320,8,3,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_B,cloudy,0,343,9,9,1,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SHULOV,cloudy,0,405,13,11,0,0
715,Kapotaksha Express,Khulna,Rajshahi,S_CHAIR,light_rain,2,280,14,11,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),S_CHAIR,clear,0,320,4,2,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,SHULOV,light_rain,0,135,8,19,1,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,light_rain,0,319,8,0,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,AC_B,heavy_rain,0,240,11,8,1,1
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),SHULOV,cloudy,5,480,14,15,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,6,320,12,2,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,S_CHAIR,light_rain,0,320,4,7,1,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_S,cloudy,0,405,13,23,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,0,320,4,22,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,S_CHAIR,clear,0,343,8,2,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SNIGDHA,cloudy,89,240,12,4,0,1
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_S,cloudy,8,460,13,15,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHOVAN,clear,0,452,6,9,1,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,1,320,4,18,1,0
715,Kapotaksha Express,Khulna,Rajshahi,F_SEAT,clear,0,280,14,21,0,0
721,Mohanagar Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,9,320,8,16,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SHOVAN,heavy_rain,0,405,13,13,0,1
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,11,12,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,clear,4,343,9,16,0,0
761,Sagardari Express,Khulna,Rajshahi,SHULOV,clear,0,280,12,2,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,0,320,9,8,1,0
723,Udayan Express,Sylhet,Chattogram,SNIGDHA,light_rain,0,430,14,15,0,1
777,Haor Express,Dhaka (Kamalapur),Mohanganj,SHOVAN,cloudy,30,280,12,4,0,1
764,Chitra Express,Khulna,Dhaka (Kamalapur),SNIGDHA,cloudy,10,405,13,8,1,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,light_rain,0,319,11,9,1,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,S_CHAIR,clear,10,240,11,19,1,1
731,Barendra Express,Rajshahi,Chilahati,SHULOV,clear,0,320,13,14,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),SHULOV,light_rain,17,135,8,10,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),SNIGDHA,clear,8,405,13,17,1,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SNIGDHA,clear,0,320,9,6,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),S_CHAIR,heavy_rain,0,405,13,18,1,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHULOV,heavy_rain,0,343,3,10,0,1
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_B,clear,0,343,9,8,1,1
727,Rupsha Express,Khulna,Chilahati,SHULOV,clear,0,450,16,10,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,S_CHAIR,clear,4,319,13,8,1,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),AC_S,clear,0,319,11,12,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,0,320,12,3,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,cloudy,0,319,11,7,1,0
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,S_CHAIR,clear,0,465,12,22,0,1
759,Padma Express,Dhaka (Kamalapur),Rajshahi,SHOVAN,light_rain,0,343,9,21,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,SNIGDHA,clear,0,480,14,14,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_BERTH,cloudy,0,135,8,6,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHULOV,clear,23,319,11,0,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHULOV,clear,0,240,10,12,0,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,0,405,11,8,1,1
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SHULOV,cloudy,0,460,13,12,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SHULOV,light_rain,2,320,9,8,1,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_S,clear,19,405,11,7,1,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_S,light_rain,10,320,9,23,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_S,clear,0,343,3,3,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),AC_B,light_rain,0,480,14,17,1,1
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,light_rain,0,320,4,16,0,0
802,Chattala Express,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,3,320,12,11,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,clear,2,319,11,1,0,0
701,Subarna Express,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,0,320,4,12,0,0
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,29,240,10,12,0,1
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_S,cloudy,0,343,8,2,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,cloudy,0,319,8,0,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),AC_S,clear,3,320,4,23,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,0,343,9,14,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,S_CHAIR,clear,18,452,5,3,0,1
726,Sundarban Express,Khulna,Dhaka (Kamalapur),S_CHAIR,light_rain,0,405,11,16,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_B,clear,0,405,13,0,0,1
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,SHOVAN,clear,1,135,8,11,0,0
715,Kapotaksha Express,Khulna,Rajshahi,SHOVAN,cloudy,0,280,14,16,0,0
761,Sagardari Express,Khulna,Rajshahi,S_CHAIR,clear,12,280,12,23,0,0
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),S_CHAIR,clear,0,320,8,6,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),AC_S,clear,0,343,9,18,1,0
742,Turna Nishitha,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,31,320,8,5,0,1
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_B,clear,0,405,13,14,0,0
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_CHAIR,light_rain,0,135,8,23,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_S,cloudy,0,480,14,19,1,1
702,Subarna Express,Chattogram,Dhaka (Kamalapur),S_CHAIR,cloudy,0,320,4,23,0,1
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SNIGDHA,light_rain,0,460,13,7,1,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,light_rain,0,319,11,23,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_B,clear,10,319,8,10,0,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,clear,52,343,9,3,0,1
764,Chitra Express,Khulna,Dhaka (Kamalapur),S_CHAIR,cloudy,0,405,13,7,1,1
802,Chattala Express,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,0,320,12,23,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,heavy_rain,0,405,13,1,0,0
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),SHULOV,cloudy,0,343,9,9,1,1
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),AC_B,heavy_rain,83,460,13,5,0,1
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_B,clear,0,405,13,19,1,1
771,Rangpur Express,Dhaka (Kamalapur),Rangpur,SNIGDHA,clear,9,465,12,22,0,0
723,Udayan Express,Sylhet,Chattogram,SHULOV,clear,53,430,14,9,1,1
760,Padma Express,Rajshahi,Dhaka (Kamalapur),S_CHAIR,light_rain,0,343,9,7,1,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_B,clear,37,320,4,4,0,1
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,cloudy,0,320,13,13,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,cloudy,0,240,12,1,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,23,343,9,14,0,1
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_CHAIR,clear,0,135,8,18,1,1
733,Titumir Express,Rajshahi,Chilahati,F_SEAT,heavy_rain,13,320,12,10,0,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SHOVAN,cloudy,0,319,11,1,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_CHAIR,light_rain,0,135,8,16,0,1
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHULOV,light_rain,0,240,11,16,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,F_SEAT,clear,1,500,15,9,1,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,71,320,4,2,0,0
726,Sundarban Express,Khulna,Dhaka (Kamalapur),SHOVAN,cloudy,0,405,11,9,1,0
709,Parabat Express,Dhaka (Kamalapur),Sylhet,SHULOV,light_rain,0,319,11,7,1,0
725,Sundarban Express,Dhaka (Kamalapur),Khulna,AC_S,clear,12,405,11,8,1,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,AC_B,cloudy,0,343,8,18,1,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,AC_B,light_rain,0,319,13,17,1,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_B,clear,0,343,3,23,0,0
717,Joyantika Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,3,319,13,11,0,0
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHOVAN,cloudy,13,319,8,0,0,1
731,Barendra Express,Rajshahi,Chilahati,F_CHAIR,heavy_rain,0,320,13,17,1,1
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,12,5,0,0
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,0,319,10,10,0,0
706,Ekota Express,Panchagarh,Dhaka (Kamalapur),AC_S,cloudy,11,480,14,13,0,0
715,Kapotaksha Express,Khulna,Rajshahi,S_CHAIR,clear,0,280,14,18,1,1
727,Rupsha Express,Khulna,Chilahati,F_SEAT,light_rain,0,450,16,10,0,1
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,0,320,4,21,0,0
769,Dhumketu Express,Dhaka (Kamalapur),Rajshahi,SHULOV,light_rain,0,343,8,3,0,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHOVAN,clear,8,320,8,10,0,0
733,Titumir Express,Rajshahi,Chilahati,SHULOV,clear,0,320,12,1,0,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,SHULOV,heavy_rain,0,319,8,4,0,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,SHOVAN,clear,0,320,9,0,0,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,SHULOV,clear,3,452,6,3,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SNIGDHA,clear,0,319,10,2,0,0
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,light_rain,2,280,12,22,0,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SNIGDHA,clear,12,240,12,13,0,0
727,Rupsha Express,Khulna,Chilahati,F_BERTH,clear,0,450,16,15,0,0
760,Padma Express,Rajshahi,Dhaka (Kamalapur),SHOVAN,clear,29,343,9,7,1,1
707,Tista Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,cloudy,0,240,10,22,0,0
735,Agnibina Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,clear,0,240,11,8,1,0
814,Cox's Bazar Express,Cox's Bazar,Dhaka (Kamalapur),S_CHAIR,cloudy,1,452,6,12,0,0
753,Silkcity Express,Dhaka (Kamalapur),Rajshahi,AC_S,clear,10,343,9,8,1,0
722,Mohanagar Express,Chattogram,Dhaka (Kamalapur),SHULOV,clear,31,320,8,12,0,0
777,Haor Express,Dhaka (Kamalapur),Mohanganj,AC_S,cloudy,0,280,12,22,0,0
727,Rupsha Express,Khulna,Chilahati,F_BERTH,cloudy,0,450,16,3,0,0
737,Egarosindhur Provati,Dhaka (Kamalapur),Kishoreganj,F_BERTH,light_rain,0,135,8,14,0,0
733,Titumir Express,Rajshahi,Chilahati,F_BERTH,light_rain,6,320,12,21,0,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,6,480,11,21,0,0
740,Upaban Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,clear,0,319,10,1,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,S_CHAIR,clear,0,452,5,13,0,0
761,Sagardari Express,Khulna,Rajshahi,SHOVAN,clear,8,280,12,14,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,18,405,13,0,0,0
759,Padma Express,Dhaka (Kamalapur),Rajshahi,AC_S,heavy_rain,72,343,9,3,0,1
739,Upaban Express,Dhaka (Kamalapur),Sylhet,SHULOV,clear,0,319,10,2,0,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),SNIGDHA,clear,4,319,11,16,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_B,clear,1,480,14,17,1,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,AC_S,clear,5,405,13,8,1,0
743,Brahmaputra Express,Dhaka (Kamalapur),Jamalpur,SHOVAN,cloudy,0,240,12,6,0,0
723,Udayan Express,Sylhet,Chattogram,SNIGDHA,cloudy,0,430,14,13,0,1
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,18,320,9,6,0,0
727,Rupsha Express,Khulna,Chilahati,F_BERTH,clear,0,450,16,23,0,0
787,Sonar Bangla Express,Dhaka (Kamalapur),Chattogram,AC_S,clear,38,320,4,20,1,1
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_B,clear,0,452,5,8,1,0
793,Panchagarh Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,5,480,11,22,0,0
764,Chitra Express,Khulna,Dhaka (Kamalapur),AC_S,light_rain,0,405,13,7,1,1
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,SHULOV,clear,6,343,3,0,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_B,cloudy,0,460,13,23,0,0
815,Parjatak Express,Dhaka (Kamalapur),Cox's Bazar,AC_S,clear,0,452,5,19,1,1
750,Egarosindhur Godhuli,Kishoreganj,Dhaka (Kamalapur),F_SEAT,clear,5,135,8,5,0,1
754,Silkcity Express,Rajshahi,Dhaka (Kamalapur),AC_B,cloudy,7,343,9,6,0,0
791,Banalata Express,Dhaka (Kamalapur),Rajshahi,AC_S,cloudy,0,343,3,17,1,0
766,Nilsagar Express,Chilahati,Dhaka (Kamalapur),SHOVAN,heavy_rain,84,460,13,17,1,1
725,Sundarban Express,Dhaka (Kamalapur),Khulna,S_CHAIR,clear,0,405,11,6,0,0
702,Subarna Express,Chattogram,Dhaka (Kamalapur),AC_S,clear,60,320,4,18,1,1
788,Sonar Bangla Express,Chattogram,Dhaka (Kamalapur),AC_B,cloudy,0,320,4,20,1,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,AC_B,cloudy,0,320,8,1,0,0
703,Mohanagar Provati,Dhaka (Kamalapur),Chattogram,AC_S,cloudy,0,320,9,8,1,0
813,Cox's Bazar Express,Dhaka (Kamalapur),Cox's Bazar,AC_B,clear,15,452,6,22,0,0
797,Kurigram Express,Dhaka (Kamalapur),Kurigram,S_CHAIR,clear,9,500,15,14,0,1
723,Udayan Express,Sylhet,Chattogram,AC_B,clear,1,430,14,0,0,0
704,Mohanagar Godhuli,Chattogram,Dhaka (Kamalapur),SNIGDHA,clear,10,320,9,15,0,1
733,Titumir Express,Rajshahi,Chilahati,SHOVAN,cloudy,1,320,12,11,0,0
733,Titumir Express,Rajshahi,Chilahati,SHOVAN,cloudy,0,320,12,4,0,0
763,Chitra Express,Dhaka (Kamalapur),Khulna,SNIGDHA,cloudy,15,405,13,9,1,0
719,Paharika Express,Chattogram,Sylhet,S_CHAIR,cloudy,0,430,14,19,1,0
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,clear,6,319,11,8,1,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,AC_B,clear,0,460,13,10,0,1
773,Kalni Express,Dhaka (Kamalapur),Sylhet,AC_S,light_rain,7,319,8,20,1,1
710,Parabat Express,Sylhet,Dhaka (Kamalapur),S_CHAIR,cloudy,10,319,11,0,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_S,clear,0,480,14,3,0,0
705,Ekota Express,Dhaka (Kamalapur),Panchagarh,AC_B,light_rain,9,480,14,8,1,1
757,Drutojan Express,Dhaka (Kamalapur),Panchagarh,S_CHAIR,cloudy,0,480,13,6,0,1
740,Upaban Express,Sylhet,Dhaka (Kamalapur),AC_S,clear,0,319,10,21,0,0
765,Nilsagar Express,Dhaka (Kamalapur),Chilahati,SHULOV,cloudy,0,460,13,7,1,0
741,Turna Nishitha,Dhaka (Kamalapur),Chattogram,SNIGDHA,cloudy,0,320,8,8,1,0
759,Padma Express,Dhaka (Kamalapur),Rajshahi,SNIGDHA,heavy_rain,53,343,9,11,0,1
